sleep_hours,daily_exercise_mins,screen_time_hours,diet_quality,stress_level,productivity,mood
6.76,0,2.78,7,6,5.28,5.76
6.36,22,7.87,5,9,4.07,3.36
5.48,0,0.78,9,6,5.54,7.24
4.52,1,6.32,9,7,4.12,4.34
8.23,10,4.38,3,6,5.14,4.2
7.11,37,5.23,7,6,6.33,6.4
5.07,3,5.59,5,10,3.46,4.04
5.06,16,5.11,6,8,4.93,4.37
6.5,23,2.38,7,7,5.58,5.7
9.5,5,3.43,4,8,5.11,4.81
6.61,14,1.1,4,5,3.98,4.32
4.75,48,3.4,4,10,3.62,2.76
6.63,14,4.65,5,8,5.06,6.02
6.59,3,5.21,5,9,3.77,3.09
3.0,20,4.78,7,7,3.95,3.95
6.92,18,0.5,6,6,4.51,4.3
6.65,1,2.88,4,6,4.61,4.25
8.04,2,2.68,5,6,5.39,5.54
9.77,3,1.38,2,6,6.64,4.97
8.69,3,2.33,10,4,6.98,8.69
6.6,6,4.0,6,8,4.76,5.05
5.34,12,6.83,8,7,4.54,4.91
10.86,9,2.09,7,2,7.02,7.83
7.09,44,1.74,6,5,5.45,5.3
7.02,19,2.8,2,9,4.75,3.58
6.96,42,4.67,5,10,4.13,3.54
7.3,15,6.45,7,8,5.77,5.95
6.78,2,3.83,6,8,4.51,5.08
6.14,12,1.11,8,5,4.96,6.38
6.18,35,1.53,6,9,4.37,6.0
6.95,4,4.38,9,6,5.12,5.96
6.18,2,5.99,4,9,3.22,3.42
5.93,8,7.63,7,8,3.48,4.85
7.16,10,1.64,4,5,4.28,4.75
6.62,7,4.28,8,6,3.52,4.98
9.26,3,1.94,5,4,5.84,5.63
3.02,6,2.2,3,10,2.13,2.82
8.64,23,2.03,3,7,4.73,4.22
8.87,10,3.33,5,5,4.9,4.19
3.89,20,2.24,9,7,5.83,3.84
6.49,15,8.96,7,7,3.29,5.24
6.44,16,3.08,7,6,5.85,5.24
4.89,6,5.98,6,8,2.74,4.13
5.83,15,2.68,4,7,3.59,4.0
5.33,0,8.47,4,9,3.4,3.57
9.63,11,4.68,5,7,6.79,6.29
8.4,17,5.67,5,6,5.69,5.84
8.91,4,2.82,5,5,3.62,4.45
8.08,6,5.95,4,7,4.76,3.9
5.31,5,4.67,6,7,3.63,4.68
6.21,1,3.24,5,8,5.9,3.7
7.73,9,1.84,8,7,5.94,6.81
5.17,77,3.52,8,6,6.36,6.79
8.07,9,3.35,7,6,4.97,6.86
6.64,12,5.74,7,6,4.34,5.11
6.44,21,3.54,3,7,4.04,4.41
8.07,21,0.5,10,4,6.4,7.15
7.67,60,5.29,5,7,5.5,6.53
6.46,39,6.59,7,8,4.61,5.12
8.74,32,0.67,7,6,6.23,7.75
5.38,61,7.61,4,10,4.45,1.88
7.92,5,6.79,5,6,4.79,4.4
7.89,19,2.74,7,6,5.5,5.59
6.54,44,1.77,3,6,4.1,6.34
7.49,20,6.11,6,5,4.84,4.25
5.12,76,1.26,2,8,4.55,3.98
8.39,2,2.66,6,7,5.19,5.84
6.72,12,1.37,8,6,4.9,6.7
6.22,76,4.01,6,6,5.17,4.94
8.57,10,6.93,3,10,4.59,2.78
5.94,27,4.75,5,8,4.04,5.15
4.89,1,6.04,7,7,2.34,5.32
4.67,24,3.3,6,5,5.23,4.48
7.91,55,4.19,7,5,5.95,6.23
5.08,10,1.55,6,4,5.37,3.31
9.63,0,3.81,5,5,5.29,7.26
3.88,1,2.51,6,6,4.34,4.98
9.54,45,3.68,6,4,6.86,5.77
7.32,26,3.54,8,5,5.38,6.94
6.85,2,3.37,5,6,3.68,2.93
6.18,1,8.22,6,10,2.98,3.82
7.6,33,7.54,6,7,5.19,5.01
6.94,33,6.83,10,7,5.77,5.28
8.65,3,7.59,5,8,4.64,4.78
7.17,7,6.84,5,7,4.73,4.61
7.23,30,3.96,4,6,4.54,5.42
6.45,15,3.75,8,7,4.92,6.97
6.91,63,4.47,8,5,5.53,6.66
7.46,13,3.58,6,5,5.58,7.31
4.43,23,1.92,8,6,6.18,5.24
4.98,14,4.59,7,7,4.1,3.97
8.11,57,0.87,7,4,6.89,6.06
7.26,10,4.28,4,8,5.23,4.29
6.72,5,2.01,6,7,4.35,4.38
7.03,8,3.84,9,5,7.12,6.85
7.52,38,4.38,9,6,5.5,6.3
6.19,14,3.29,7,5,5.59,5.6
5.83,9,0.72,8,6,4.53,4.72
7.29,16,1.62,10,6,6.68,7.21
5.53,3,4.92,7,7,4.02,4.19
7.61,0,2.89,5,6,3.23,5.94
4.45,7,5.12,8,10,5.05,3.79
8.54,19,4.02,6,6,5.71,5.18
7.71,25,3.6,7,5,5.39,5.2
7.38,35,4.7,6,5,5.28,4.49
8.47,52,2.65,5,8,5.35,6.61
9.5,11,4.8,7,5,5.84,7.41
8.52,27,3.16,8,4,6.18,7.34
4.24,2,9.07,7,9,3.43,3.49
5.08,1,1.73,7,7,5.98,3.42
6.06,3,3.29,6,5,3.14,5.61
7.04,12,3.37,3,7,2.73,3.4
7.78,5,1.3,6,4,5.94,5.1
5.91,7,5.45,7,7,2.76,4.83
7.28,21,3.14,2,8,3.63,4.56
5.87,9,0.5,6,6,4.29,5.48
6.08,16,5.39,6,9,4.24,5.09
4.89,11,2.73,4,7,3.33,2.61
5.62,4,3.79,7,7,4.5,4.67
4.97,2,5.35,8,8,3.83,5.0
5.54,5,3.27,9,7,4.23,4.11
8.58,1,3.25,6,9,4.85,5.2
5.58,19,8.93,8,8,4.89,4.8
10.95,32,0.5,5,3,7.3,5.93
7.74,8,1.43,5,6,5.25,5.42
7.28,10,1.82,7,5,6.51,6.34
5.71,34,7.58,5,8,4.14,3.89
8.05,5,2.71,6,7,5.8,6.6
6.14,3,4.48,8,7,4.77,5.88
7.18,14,3.05,6,6,5.47,4.86
10.84,21,5.21,4,5,7.26,6.4
6.86,18,3.97,5,7,4.77,3.24
8.72,25,4.51,6,6,6.51,7.14
5.95,1,6.57,7,6,4.62,5.23
6.95,11,4.88,5,6,3.76,5.04
9.66,5,2.53,2,6,4.98,4.24
6.06,28,4.62,7,5,5.6,4.37
9.72,41,8.84,7,4,6.96,7.33
8.06,7,5.13,4,6,4.21,5.16
6.16,2,4.3,4,8,6.55,4.18
7.95,6,1.26,8,5,6.83,6.83
8.46,2,5.45,6,6,6.15,5.03
7.93,8,5.74,7,5,6.14,5.62
4.64,15,4.63,5,8,3.13,3.86
5.91,73,4.23,7,7,5.13,4.77
6.63,10,9.67,4,10,3.85,3.97
6.89,5,5.71,7,4,3.95,5.28
7.93,4,6.48,7,4,5.2,5.63
7.27,4,4.13,2,9,3.23,3.74
5.0,4,3.74,6,8,4.47,4.24
7.57,29,5.26,5,8,4.05,4.9
7.92,1,3.73,8,4,7.39,4.7
7.84,119,3.9,6,5,8.9,6.31
8.62,15,4.93,6,5,5.92,5.77
8.25,16,2.97,9,2,7.67,6.2
7.69,9,4.44,3,8,4.5,3.62
6.89,23,4.16,9,7,5.3,7.43
4.51,13,5.93,9,7,4.04,5.44
7.64,8,2.78,5,5,5.37,5.11
7.31,6,0.5,8,4,5.55,5.53
7.41,52,3.38,7,7,6.46,5.79
5.08,7,4.79,2,9,2.43,4.54
5.38,11,5.93,6,8,4.24,3.95
8.58,9,2.61,4,5,4.57,5.12
6.94,2,5.08,4,6,3.63,2.98
8.02,4,6.27,5,8,5.6,3.92
7.04,4,5.5,6,6,4.49,4.82
7.04,24,2.42,8,5,5.59,6.26
8.41,10,2.63,5,9,4.41,6.76
6.23,30,4.87,5,7,4.15,4.2
7.14,25,7.25,8,6,5.38,5.61
6.31,4,4.03,6,7,3.1,5.0
6.35,17,3.67,5,6,5.21,4.52
6.54,27,1.26,8,5,6.12,6.38
7.33,20,3.27,7,8,5.86,6.34
6.28,18,2.57,6,7,5.74,6.34
8.88,27,4.05,8,3,6.75,4.95
5.66,1,0.97,4,6,4.24,3.15
6.72,26,3.34,5,7,5.16,4.5
6.34,6,1.98,10,3,5.31,6.77
9.17,17,5.88,1,7,3.97,3.74
7.29,6,2.28,5,5,5.73,4.82
8.55,37,2.86,4,6,5.96,5.67
4.77,13,4.56,6,8,5.59,2.62
7.4,21,3.09,7,6,5.48,4.8
8.33,32,8.72,8,5,6.81,6.96
7.12,45,5.86,5,7,4.85,4.38
8.6,26,4.03,4,6,4.36,6.57
6.22,3,4.74,3,8,3.72,3.81
9.11,39,0.5,6,4,6.31,7.88
10.45,19,6.46,10,4,6.95,8.73
6.46,19,5.02,5,8,3.55,4.16
6.33,51,3.85,6,5,5.17,4.17
9.18,6,5.13,6,8,4.68,5.88
9.37,5,5.38,5,7,6.62,5.15
6.22,14,3.17,9,4,6.5,5.94
6.37,28,4.76,8,8,4.32,5.12
6.58,12,6.1,7,8,4.28,3.89
4.98,20,4.91,8,6,4.6,5.47
5.62,12,3.49,5,7,4.07,3.69
5.49,19,4.59,4,8,3.2,3.12
5.85,35,6.76,5,6,4.37,4.29
6.95,4,5.57,7,8,5.51,5.89
7.35,24,1.67,5,4,5.15,5.34
9.33,31,5.17,7,6,5.25,5.5
5.5,12,4.91,6,9,2.62,4.31
8.48,8,6.33,4,5,3.48,6.02
6.68,0,4.07,8,6,5.47,6.18
6.93,32,3.26,5,8,4.83,3.34
8.01,8,1.26,7,5,5.7,6.19
5.32,9,2.61,4,8,3.35,4.79
7.57,8,6.42,4,7,4.03,4.54
7.25,14,4.4,4,6,4.76,3.35
7.74,24,3.8,3,7,4.07,3.19
7.43,30,6.59,3,8,4.18,3.42
10.68,10,6.18,7,6,6.05,5.41
6.04,22,2.53,4,8,4.22,3.17
6.2,26,6.4,7,8,3.15,3.76
6.07,7,0.68,6,6,5.46,4.79
6.17,2,4.92,8,5,5.39,5.0
6.04,45,4.68,4,6,4.17,4.34
8.78,23,6.3,8,6,5.79,6.76
9.13,21,4.76,4,8,5.33,4.02
6.14,1,3.51,1,10,2.78,4.11
5.75,34,3.67,6,9,4.92,5.29
7.71,17,9.39,4,9,4.09,2.63
6.17,38,4.17,9,6,6.43,6.25
7.95,73,5.19,7,5,5.57,5.91
7.3,63,0.5,6,4,6.25,6.27
4.73,39,2.35,6,7,3.28,4.9
9.32,0,5.04,5,6,4.58,5.01
9.69,43,0.77,9,6,6.19,7.18
6.08,2,5.1,5,8,3.9,3.61
6.42,38,2.55,7,6,5.21,5.77
7.43,7,1.93,5,5,4.66,5.03
7.5,19,2.54,6,6,4.37,5.72
7.99,1,7.06,4,8,3.01,4.11
10.02,29,4.67,6,5,5.4,5.01
6.73,2,2.18,6,5,5.69,5.06
5.8,11,5.55,7,8,4.51,5.16
4.93,34,5.66,7,7,3.92,5.51
5.9,24,3.24,6,6,4.77,3.47
6.95,0,5.92,10,5,6.03,6.21
9.69,10,6.01,6,9,5.37,6.45
6.22,1,5.7,6,7,3.99,4.1
7.34,22,2.65,6,5,5.05,6.53
6.98,69,1.64,6,3,5.83,4.38
8.78,21,0.61,5,3,6.9,5.29
10.79,5,2.69,5,5,6.51,5.24
6.2,9,3.26,7,8,5.68,4.98
6.27,75,3.43,6,9,5.19,4.81
8.57,5,3.91,8,5,5.34,7.26
8.02,16,7.47,3,8,5.04,4.94
9.77,10,3.32,9,4,6.67,6.85
7.88,29,3.9,8,6,5.17,6.76
6.46,40,0.5,6,5,4.81,4.81
7.89,8,8.46,6,7,5.29,5.7
8.66,22,1.37,7,4,6.42,4.96
8.23,16,2.59,4,7,4.37,7.08
7.76,7,5.39,6,8,4.3,5.47
8.6,6,4.49,6,5,7.48,7.11
8.75,15,7.29,2,9,4.29,4.62
9.07,3,5.44,7,6,5.57,5.32
7.97,33,3.84,4,6,5.37,2.47
6.75,1,6.09,8,7,3.65,4.7
7.22,2,6.32,8,8,4.34,5.88
8.81,8,2.68,9,3,6.17,5.73
5.77,3,5.93,5,7,4.95,5.68
7.55,13,3.56,5,8,3.28,4.66
6.41,10,3.79,2,8,2.86,5.35
7.04,26,4.29,7,5,5.55,5.18
8.92,61,3.24,3,7,4.98,5.72
7.29,28,3.13,3,7,3.74,4.85
7.07,4,5.97,5,8,4.08,3.13
4.96,55,0.94,4,7,5.58,4.62
8.12,10,1.88,4,6,5.6,5.47
7.97,13,5.35,6,6,4.03,5.99
10.24,11,3.85,8,5,6.7,7.98
6.54,7,5.98,7,8,3.38,3.61
7.33,45,4.72,6,7,5.48,5.81
7.37,8,1.33,8,4,6.68,5.23
9.37,17,4.13,6,6,4.8,5.14
6.86,5,5.07,5,8,4.56,3.53
7.42,32,4.47,5,7,6.03,5.19
7.91,30,3.06,7,4,4.49,6.75
7.28,7,3.45,4,7,4.51,4.25
6.33,23,2.88,7,5,5.47,5.46
7.29,24,1.35,5,4,5.34,4.16
8.61,17,1.07,4,7,4.37,5.44
5.46,18,4.78,4,8,3.98,3.38
7.2,17,2.26,8,5,5.58,5.2
5.95,2,5.15,4,9,3.76,1.61
8.79,22,2.81,5,7,4.86,4.64
4.72,13,1.37,5,7,4.12,3.89
6.16,12,3.18,8,6,7.2,5.95
7.57,39,8.19,9,5,4.95,5.51
9.35,0,3.81,8,4,4.29,6.39
6.9,6,5.29,5,9,4.27,5.52
6.17,3,4.34,7,7,4.5,5.87
9.82,1,1.19,4,6,5.32,5.11
4.83,6,6.9,6,8,3.04,3.54
3.7,89,3.5,3,9,3.97,4.98
7.66,6,1.38,6,4,6.61,5.83
6.25,22,2.98,6,7,4.29,4.63
5.47,3,3.59,7,7,5.26,4.66
8.06,18,5.5,6,6,5.49,4.72
7.37,83,2.64,8,6,6.79,5.42
6.15,7,9.24,5,10,3.66,3.46
5.08,38,2.13,7,6,4.74,6.11
8.31,120,5.22,7,4,7.5,6.84
7.98,18,0.5,8,6,5.71,6.12
6.85,7,3.75,8,6,6.12,6.15
9.77,22,4.73,4,4,6.51,5.85
5.39,37,1.76,7,6,5.03,4.01
4.71,4,7.0,4,9,2.33,3.42
5.96,12,4.87,8,6,5.09,3.84
6.93,8,3.36,4,7,5.15,5.39
7.37,7,4.85,5,7,4.26,5.16
6.64,39,2.81,6,6,5.36,5.7
7.53,11,6.5,7,5,5.19,7.28
5.12,8,6.03,7,6,4.19,3.75
9.17,19,4.75,7,6,7.14,6.75
6.88,5,5.22,6,8,5.2,4.88
8.68,5,1.05,6,5,5.22,6.38
7.51,15,6.93,3,10,2.25,3.44
7.69,11,3.8,8,7,5.92,6.27
7.85,7,6.05,5,7,4.08,4.76
7.67,1,5.5,5,8,4.65,5.45
7.96,15,6.02,9,6,5.78,6.5
8.99,34,1.9,1,6,5.68,5.4
7.29,38,2.16,6,3,5.77,5.38
8.06,5,8.5,2,9,3.71,3.22
6.87,18,0.96,7,6,7.06,4.71
9.16,39,1.8,5,5,6.86,7.09
5.99,11,4.09,1,10,1.61,4.26
9.7,54,4.09,8,6,6.6,6.39
6.94,47,2.92,4,5,4.68,5.22
4.85,5,5.23,8,7,4.94,5.86
7.19,6,5.8,4,7,3.83,4.43
5.98,4,3.96,5,7,3.1,4.42
8.26,4,3.46,2,8,4.16,3.41
6.02,48,3.96,7,6,6.03,5.52
6.33,54,3.01,5,6,4.96,4.25
4.17,1,0.6,5,7,3.68,5.07
6.32,18,4.6,6,8,4.48,2.84
3.36,17,5.53,3,10,1.98,1.5
4.62,10,3.69,7,8,4.07,4.57
8.14,20,0.5,5,7,5.09,4.29
8.18,59,2.86,10,4,7.66,5.9
7.64,4,5.81,5,7,5.46,6.86
5.55,3,1.12,5,7,4.8,4.79
6.93,1,5.39,4,7,3.82,4.02
6.99,9,3.11,3,6,2.93,4.67
5.26,8,3.96,8,7,4.61,5.34
9.26,11,2.63,8,5,6.89,6.13
8.32,14,1.73,5,3,6.43,5.54
6.67,28,6.87,6,8,4.44,4.54
7.04,10,5.63,8,6,4.96,5.32
7.31,8,5.29,7,6,4.34,5.07
3.94,35,5.82,7,7,4.87,5.03
6.63,38,5.01,6,5,4.13,5.14
5.98,5,5.89,5,8,4.6,4.83
5.5,8,2.67,7,8,4.15,4.1
6.58,35,6.76,9,5,4.97,6.42
9.7,2,6.58,5,7,6.18,3.78
7.96,8,4.76,8,7,4.68,6.26
6.14,12,3.42,6,7,3.6,5.46
7.86,4,1.55,5,8,6.26,4.02
9.1,4,4.46,8,6,6.47,6.55
8.39,11,7.37,7,7,5.6,6.19
7.09,28,1.68,7,7,5.65,5.39
6.03,37,6.04,9,7,4.96,6.41
8.05,77,3.06,9,4,6.76,6.7
7.59,2,3.23,6,7,6.25,5.4
8.34,5,1.65,6,5,5.57,5.83
7.95,28,2.5,3,5,4.48,5.01
8.57,16,5.29,9,7,7.03,7.3
6.2,8,5.54,6,7,3.93,4.7
8.98,5,4.47,5,7,5.47,4.93
7.3,7,3.0,4,7,5.47,5.95
10.11,11,1.79,4,4,5.75,7.32
5.97,4,4.12,9,5,3.89,7.33
9.6,67,3.27,8,5,7.74,8.23
7.3,2,4.42,3,8,4.86,4.57
6.02,85,3.36,3,7,4.67,5.57
6.27,37,3.41,6,5,5.06,4.79
6.52,11,4.32,4,8,4.04,3.46
7.64,27,4.7,6,3,5.77,4.62
7.78,22,6.45,9,6,5.68,5.68
6.14,5,3.33,8,7,6.33,5.13
6.96,8,5.09,3,6,4.26,2.89
10.21,14,7.61,4,7,5.16,5.33
9.59,20,5.14,6,5,6.51,5.34
7.65,16,6.33,8,6,5.28,4.14
7.06,13,2.76,5,8,4.43,2.62
7.18,12,2.56,7,4,6.03,4.85
7.92,14,3.68,5,6,5.05,4.71
5.47,11,3.89,9,6,5.8,6.48
6.61,16,6.14,7,5,4.93,4.42
4.5,44,2.54,6,8,4.7,6.24
7.6,20,3.82,3,9,4.73,4.72
7.97,26,6.15,4,8,5.28,4.58
6.28,18,4.43,1,9,1.74,2.4
9.36,21,3.98,6,6,6.06,5.7
5.16,17,4.48,7,6,5.3,4.05
4.8,1,1.74,7,5,4.03,4.59
7.34,156,1.71,5,6,7.37,5.94
8.57,1,0.82,8,5,6.37,7.0
9.53,10,4.41,9,5,6.31,5.87
6.31,2,5.84,5,7,4.47,4.51
8.62,2,5.53,8,4,6.64,6.22
6.94,32,6.29,6,6,3.49,4.85
6.74,11,6.91,5,7,5.49,2.57
8.33,32,4.29,8,3,5.1,6.28
7.98,6,3.87,4,7,3.83,4.65
4.64,6,6.95,3,8,4.0,3.3
9.21,6,2.6,5,4,6.4,6.23
9.07,19,1.64,6,5,5.7,6.85
6.06,34,3.32,3,7,4.85,3.95
7.59,12,3.09,7,4,6.0,5.87
7.74,10,4.1,5,5,5.25,5.0
7.39,73,2.3,4,7,3.2,5.64
6.17,2,4.74,7,6,4.08,5.0
5.99,13,2.86,5,5,4.39,5.32
6.96,11,6.46,8,8,3.35,6.09
8.76,2,1.61,7,4,6.68,6.99
7.82,6,3.72,6,7,5.04,4.91
6.44,1,3.33,8,6,6.2,3.98
8.16,42,4.46,7,6,5.54,6.19
3.0,19,5.85,6,9,2.28,3.55
8.72,34,4.53,7,4,5.54,4.83
4.39,15,3.74,7,10,4.18,5.29
6.46,18,5.38,4,7,4.96,4.58
5.32,24,5.69,10,7,5.37,6.83
5.06,48,4.54,6,6,5.46,4.89
8.74,2,4.78,6,5,5.51,5.91
6.3,8,5.29,3,10,3.83,3.71
7.52,25,0.71,6,7,6.64,5.12
6.93,64,3.3,6,7,5.86,4.55
7.72,79,4.75,4,8,4.62,4.06
7.12,20,3.42,4,6,4.86,6.53
5.08,4,3.42,4,9,3.53,3.33
8.49,3,4.75,5,7,4.68,4.13
6.26,58,4.8,6,7,4.51,6.58
4.67,11,4.93,6,9,5.41,4.98
6.36,4,2.42,7,3,5.27,6.51
9.25,54,1.16,7,4,5.19,5.29
8.28,2,5.61,7,8,4.71,6.51
6.48,26,2.52,7,5,4.92,4.4
6.48,20,2.38,7,7,4.98,5.19
6.52,2,2.2,7,5,4.16,5.26
10.12,8,6.3,6,6,5.38,6.45
7.57,3,4.42,5,6,4.98,5.06
7.65,19,4.69,6,9,3.88,4.59
8.55,13,5.38,7,5,6.63,7.39
7.36,0,3.92,7,6,5.27,6.84
6.61,74,6.03,7,6,5.79,6.03
6.71,9,1.61,5,8,4.24,4.5
6.89,6,1.83,6,6,5.21,6.4
6.94,5,1.72,6,4,5.87,6.28
8.09,3,4.84,5,6,5.11,4.04
7.08,141,5.01,8,3,8.08,9.03
8.1,7,3.05,3,7,4.58,3.72
6.88,10,3.54,10,7,6.44,5.82
7.12,41,6.54,10,5,6.61,5.41
4.0,21,2.61,6,8,2.49,3.62
8.37,9,4.59,7,7,4.84,6.67
7.52,46,2.63,8,4,5.8,6.56
8.5,28,6.19,5,8,4.41,5.29
3.0,5,5.26,7,10,2.53,2.81
10.13,21,1.2,8,2,8.11,8.09
6.79,51,3.48,3,9,5.35,2.63
8.66,14,0.5,3,4,4.12,4.99
5.44,26,5.8,7,6,5.36,4.81
7.92,71,8.09,6,8,5.82,5.23
5.42,23,0.5,5,7,6.09,4.69
6.06,2,1.15,5,6,4.48,3.36
9.87,6,4.33,4,9,3.81,5.8
6.71,18,3.96,5,7,3.48,3.8
7.33,6,3.18,4,8,5.14,5.95
8.31,63,0.52,8,4,6.36,7.38
7.74,10,4.65,6,7,5.55,5.71
7.23,12,5.78,6,7,4.8,4.44
7.55,24,9.69,7,7,5.67,4.89
10.61,15,6.61,10,3,6.26,8.86
6.91,10,1.4,4,7,4.55,3.37
7.3,2,3.98,3,7,4.67,4.12
8.58,18,5.18,6,6,5.98,5.67
8.66,40,2.62,3,7,5.74,5.38
8.78,23,5.56,5,7,3.98,5.51
7.96,10,5.41,8,5,5.73,6.45
5.29,3,6.47,9,7,4.79,4.66
9.45,34,5.6,3,7,6.08,7.11
5.28,57,4.57,4,7,6.26,4.22
7.45,10,2.72,7,5,6.62,6.61
5.87,26,1.41,7,5,6.0,6.3
6.9,11,4.44,7,6,5.5,3.23
7.49,14,3.19,9,5,6.13,5.12
7.48,36,3.39,7,6,6.62,5.18
7.63,2,6.24,6,6,5.07,4.72
9.42,15,6.74,8,5,5.89,6.76
7.68,5,1.53,6,5,5.39,5.8
6.63,8,3.58,6,7,4.23,4.24
8.45,21,3.13,5,8,3.77,3.57
8.78,1,4.63,6,7,4.03,6.79
5.16,18,0.5,3,7,3.88,4.47
7.9,7,1.08,8,3,4.85,7.06
8.05,22,3.77,4,6,4.12,5.39
6.55,3,5.57,4,9,4.09,4.36
9.06,27,4.15,2,7,4.13,3.42
6.77,21,5.34,5,6,3.8,3.5
7.19,71,4.39,4,7,4.25,5.5
6.74,48,6.55,6,7,5.86,3.35
7.02,7,6.97,4,9,4.45,4.31
5.36,1,2.48,5,6,3.62,4.9
4.84,21,5.77,5,9,4.01,5.14
9.39,18,5.02,3,8,4.81,4.54
5.73,1,9.01,6,7,4.59,3.31
5.51,3,2.4,6,6,5.46,5.5
3.77,18,3.77,6,7,2.69,3.8
6.04,49,1.94,7,6,5.8,4.19
5.02,47,2.05,6,6,4.92,2.38
9.46,3,4.77,5,5,6.29,6.13
8.51,10,4.41,8,4,4.95,7.09
5.97,1,5.08,5,9,2.91,3.96
10.38,13,5.04,5,8,5.56,5.65
8.47,28,3.53,7,6,5.72,6.12
6.51,31,3.51,5,8,4.83,4.48
3.25,14,2.06,8,7,3.16,3.19
10.44,2,2.6,6,6,6.93,5.99
4.92,10,3.89,9,7,5.08,5.1
4.53,54,4.39,6,8,4.53,5.23
8.53,5,5.42,8,6,5.7,5.48
10.66,8,5.22,3,7,4.31,4.89
9.08,27,7.11,8,5,5.67,6.89
7.85,26,2.05,7,6,6.99,5.42
7.89,49,3.53,5,7,5.39,4.82
8.28,10,2.23,8,4,6.27,5.28
8.14,14,6.55,4,9,4.93,5.51
7.42,13,3.0,5,7,4.26,5.32
7.16,53,6.31,4,8,4.89,5.26
6.91,29,6.91,8,8,5.3,5.02
5.87,36,4.83,8,7,5.02,6.89
6.58,3,4.59,5,7,4.0,4.71
4.46,31,4.08,4,6,4.38,4.37
6.85,11,3.37,4,5,5.01,4.89
5.52,0,3.13,6,8,3.65,4.48
5.34,1,3.71,6,7,4.58,4.49
7.27,23,7.65,5,7,3.76,4.06
9.09,9,1.92,5,5,5.15,6.04
8.38,41,4.41,9,5,6.88,7.12
4.64,27,5.42,5,9,3.86,3.45
5.52,0,3.43,5,6,3.41,4.0
8.41,23,4.83,8,5,6.39,6.45
5.53,4,0.99,5,10,3.75,3.17
6.66,11,6.65,7,9,5.32,4.93
7.83,20,6.26,4,5,5.12,5.68
5.55,41,3.8,7,5,4.44,4.31
7.16,12,2.24,7,8,5.29,6.28
5.0,33,5.59,4,9,3.05,2.99
6.1,31,1.7,5,7,4.76,4.67
7.48,11,1.99,4,7,4.93,5.41
4.61,14,3.89,5,7,4.25,3.71
7.66,24,7.04,9,5,5.32,6.75
6.97,1,5.28,6,8,4.08,3.97
7.83,44,2.71,10,4,6.99,7.61
7.34,29,0.64,9,5,6.09,7.21
9.05,6,4.08,8,4,6.03,6.15
7.19,79,4.5,9,6,5.74,6.78
6.36,4,3.85,8,6,5.49,5.67
7.18,49,7.61,9,5,5.62,6.14
7.81,8,3.74,7,7,5.11,5.09
7.07,29,0.5,7,4,5.99,5.81
7.06,12,3.19,7,7,3.39,5.29
5.95,27,4.91,5,8,3.11,4.35
6.01,3,4.77,8,7,6.05,5.39
4.9,6,3.65,8,6,3.67,5.1
9.62,2,3.32,5,5,6.3,5.5
5.13,40,0.5,4,7,4.97,3.92
5.96,7,4.17,5,6,4.34,4.91
5.92,24,3.32,8,7,6.28,5.59
8.34,34,4.5,6,6,6.22,5.91
6.56,46,4.98,4,5,4.94,4.55
8.87,2,6.48,4,9,4.69,3.72
5.99,45,2.09,4,7,5.23,4.34
7.42,4,1.41,5,6,5.26,5.14
5.75,27,2.85,3,7,4.58,3.31
10.22,26,2.53,7,5,7.81,9.23
5.22,0,2.35,6,8,5.06,5.07
7.46,5,6.89,7,5,5.02,5.45
7.95,14,4.3,2,8,3.42,4.44
7.62,11,7.94,8,5,5.57,5.91
6.72,50,3.99,6,5,6.95,5.38
6.81,9,1.66,7,5,4.6,6.99
7.07,55,2.38,9,7,6.07,6.61
6.78,12,6.05,7,8,4.68,4.19
8.45,67,1.73,10,4,6.87,7.89
10.32,27,5.12,3,8,5.21,5.27
6.16,35,3.29,5,6,4.37,4.74
4.95,2,2.14,3,7,3.45,3.75
6.87,18,6.77,7,6,4.96,5.09
10.87,3,2.82,6,7,6.09,4.79
5.79,7,2.34,4,8,3.22,4.38
9.46,20,3.84,10,3,6.9,7.21
9.52,26,2.98,5,5,5.78,5.86
6.17,1,8.43,2,10,2.76,2.67
7.85,15,6.12,7,5,5.54,6.22
9.44,17,2.82,7,5,6.71,7.01
6.43,2,3.05,5,6,3.73,4.11
6.69,14,0.5,7,5,5.35,6.17
6.13,25,4.27,4,8,3.42,3.5
5.48,1,2.51,5,9,3.12,5.21
6.03,29,4.18,7,5,5.5,4.46
5.16,17,0.5,8,6,5.28,5.83
7.05,36,3.95,6,7,4.76,5.39
5.85,5,7.4,5,8,3.39,4.57
7.35,36,4.11,6,6,4.42,5.16
4.67,2,2.45,2,8,3.76,4.16
7.5,10,3.96,5,5,4.92,4.83
8.25,4,3.87,2,8,2.89,4.9
4.01,42,8.38,4,9,3.24,1.41
7.56,24,3.33,3,5,4.18,4.56
8.84,1,1.59,7,5,5.57,7.24
5.19,0,4.04,5,8,4.49,4.07
9.51,7,4.39,8,6,6.03,8.72
7.63,3,5.12,3,10,4.95,5.48
5.94,20,5.51,6,7,6.68,3.52
6.92,22,7.91,6,7,5.67,7.38
7.84,57,2.81,7,5,5.46,7.01
7.11,61,2.63,10,4,7.94,7.55
7.81,22,0.5,2,6,4.19,3.28
5.62,0,5.32,5,7,4.32,4.9
7.25,9,2.23,10,4,7.42,7.66
4.88,14,5.78,4,7,2.79,3.28
