id,sleep_hours,daily_exercise_mins,screen_time_hours,diet_quality_1_10,stress_level_1_10,productivity_score_1_10,mood_level_1_10
578,8.16,18,2.61,5,6,5.82,7.18
579,4.78,4,5.84,4,8,2.91,3.65
580,8.72,8,0.7,6,5,4.62,6.32
581,7.51,8,3.44,7,7,5.68,5.69
582,6.38,6,2.96,8,5,4.29,4.98
583,7.95,8,6.02,4,9,4.1,4.04
584,10.41,14,3.08,3,6,6.19,5.83
585,7.27,39,4.88,4,8,4.97,5.56
586,7.37,27,4.67,7,6,5.5,6.62
587,6.31,36,0.5,6,5,5.47,5.26
588,5.73,43,3.87,8,7,4.56,4.84
589,8.25,11,0.51,6,1,6.57,7.53
590,5.72,8,4.7,9,6,5.61,5.03
591,7.11,1,2.54,3,8,4.16,3.02
592,6.28,53,6.37,2,7,3.93,3.98
593,7.72,1,3.64,8,5,5.66,5.78
594,7.5,27,2.46,5,6,5.75,5.15
595,8.56,9,6.4,6,6,4.85,5.31
596,6.23,59,2.26,6,6,4.43,5.34
597,6.6,11,5.79,7,6,5.64,5.13
598,5.53,34,4.94,5,7,3.38,4.82
599,6.33,7,3.27,4,8,3.49,4.17
600,7.57,7,1.33,4,7,4.98,4.69
601,8.14,18,6.48,7,7,5.61,5.96
602,5.62,124,5.0,7,6,5.86,6.57
603,8.3,15,2.46,6,7,6.43,4.52
604,9.03,55,4.49,5,5,6.66,5.43
605,7.62,31,6.01,7,8,5.18,4.17
606,9.82,32,4.22,3,8,4.68,5.08
607,5.84,11,4.48,10,4,6.04,5.71
608,5.13,10,6.06,7,8,4.37,3.65
609,4.33,4,7.07,6,8,4.45,3.74
610,9.24,66,3.76,7,5,6.55,5.99
611,7.98,64,1.33,7,5,7.18,6.91
612,6.92,27,1.39,6,5,4.49,5.44
613,7.42,7,2.62,3,8,4.41,3.94
614,5.31,6,2.13,7,6,4.27,5.03
615,10.67,90,0.64,9,2,8.52,9.07
616,7.19,1,7.7,5,8,4.01,4.27
617,7.16,37,5.06,8,5,5.08,5.81
618,8.09,9,2.95,8,6,5.35,5.98
619,7.72,11,3.93,7,4,5.4,6.53
620,7.34,36,0.5,6,8,6.61,4.16
621,5.81,2,6.31,7,7,4.09,4.65
622,7.71,9,0.5,7,4,4.58,7.16
623,9.82,61,5.02,9,4,6.83,8.3
624,9.02,24,0.5,8,4,5.5,7.19
625,9.39,28,3.17,7,4,5.74,7.13
626,6.23,28,6.49,8,7,3.37,7.19
627,5.52,1,0.73,7,8,4.18,4.92
628,6.81,5,3.7,2,10,3.63,2.98
629,7.08,14,5.26,6,7,4.53,6.01
630,8.64,9,4.93,5,6,4.91,5.45
631,4.46,11,4.14,7,7,6.14,2.98
632,9.29,30,4.99,5,7,5.03,5.76
633,6.76,0,2.78,7,6,5.28,5.76
634,6.36,22,7.87,5,9,4.07,3.36
635,5.48,0,0.78,9,6,5.54,7.24
636,4.52,1,6.32,9,7,4.12,4.34
637,8.23,10,4.38,3,6,5.14,4.2
638,7.11,37,5.23,7,6,6.33,6.4
639,5.07,3,5.59,5,10,3.46,4.04
640,5.06,16,5.11,6,8,4.93,4.37
641,6.5,23,2.38,7,7,5.58,5.7
642,9.5,5,3.43,4,8,5.11,4.81
643,6.61,14,1.1,4,5,3.98,4.32
644,4.75,48,3.4,4,10,3.62,2.76
645,6.63,14,4.65,5,8,5.06,6.02
646,6.59,3,5.21,5,9,3.77,3.09
647,3.0,20,4.78,7,7,3.95,3.95
648,6.92,18,0.5,6,6,4.51,4.3
649,6.65,1,2.88,4,6,4.61,4.25
650,8.04,2,2.68,5,6,5.39,5.54
651,9.77,3,1.38,2,6,6.64,4.97
652,8.69,3,2.33,10,4,6.98,8.69
653,6.6,6,4.0,6,8,4.76,5.05
654,5.34,12,6.83,8,7,4.54,4.91
655,10.86,9,2.09,7,2,7.02,7.83
656,7.09,44,1.74,6,5,5.45,5.3
657,7.02,19,2.8,2,9,4.75,3.58
658,6.96,42,4.67,5,10,4.13,3.54
659,7.3,15,6.45,7,8,5.77,5.95
660,6.78,2,3.83,6,8,4.51,5.08
661,6.14,12,1.11,8,5,4.96,6.38
662,6.18,35,1.53,6,9,4.37,6.0
663,6.95,4,4.38,9,6,5.12,5.96
664,6.18,2,5.99,4,9,3.22,3.42
665,5.93,8,7.63,7,8,3.48,4.85
666,7.16,10,1.64,4,5,4.28,4.75
667,6.62,7,4.28,8,6,3.52,4.98
668,9.26,3,1.94,5,4,5.84,5.63
669,3.02,6,2.2,3,10,2.13,2.82
670,8.64,23,2.03,3,7,4.73,4.22
671,8.87,10,3.33,5,5,4.9,4.19
672,3.89,20,2.24,9,7,5.83,3.84
673,6.49,15,8.96,7,7,3.29,5.24
674,6.44,16,3.08,7,6,5.85,5.24
675,4.89,6,5.98,6,8,2.74,4.13
676,5.83,15,2.68,4,7,3.59,4.0
677,5.33,0,8.47,4,9,3.4,3.57
678,9.63,11,4.68,5,7,6.79,6.29
679,8.4,17,5.67,5,6,5.69,5.84
680,8.91,4,2.82,5,5,3.62,4.45
681,8.08,6,5.95,4,7,4.76,3.9
682,5.31,5,4.67,6,7,3.63,4.68
683,6.21,1,3.24,5,8,5.9,3.7
684,7.73,9,1.84,8,7,5.94,6.81
685,5.17,77,3.52,8,6,6.36,6.79
686,8.07,9,3.35,7,6,4.97,6.86
687,6.64,12,5.74,7,6,4.34,5.11
688,6.44,21,3.54,3,7,4.04,4.41
689,8.07,21,0.5,10,4,6.4,7.15
690,7.67,60,5.29,5,7,5.5,6.53
691,6.46,39,6.59,7,8,4.61,5.12
692,8.74,32,0.67,7,6,6.23,7.75
693,5.38,61,7.61,4,10,4.45,1.88
694,7.92,5,6.79,5,6,4.79,4.4
695,7.89,19,2.74,7,6,5.5,5.59
696,6.54,44,1.77,3,6,4.1,6.34
697,7.49,20,6.11,6,5,4.84,4.25
698,5.12,76,1.26,2,8,4.55,3.98
699,8.39,2,2.66,6,7,5.19,5.84
700,6.72,12,1.37,8,6,4.9,6.7
701,6.22,76,4.01,6,6,5.17,4.94
702,8.57,10,6.93,3,10,4.59,2.78
703,5.94,27,4.75,5,8,4.04,5.15
704,4.89,1,6.04,7,7,2.34,5.32
705,4.67,24,3.3,6,5,5.23,4.48
706,7.91,55,4.19,7,5,5.95,6.23
707,5.08,10,1.55,6,4,5.37,3.31
708,9.63,0,3.81,5,5,5.29,7.26
709,3.88,1,2.51,6,6,4.34,4.98
710,9.54,45,3.68,6,4,6.86,5.77
711,7.32,26,3.54,8,5,5.38,6.94
712,6.85,2,3.37,5,6,3.68,2.93
713,6.18,1,8.22,6,10,2.98,3.82
714,7.6,33,7.54,6,7,5.19,5.01
715,6.94,33,6.83,10,7,5.77,5.28
716,8.65,3,7.59,5,8,4.64,4.78
717,7.17,7,6.84,5,7,4.73,4.61
718,7.23,30,3.96,4,6,4.54,5.42
719,6.45,15,3.75,8,7,4.92,6.97
720,6.91,63,4.47,8,5,5.53,6.66
721,7.46,13,3.58,6,5,5.58,7.31
722,4.43,23,1.92,8,6,6.18,5.24
723,4.98,14,4.59,7,7,4.1,3.97
724,8.11,57,0.87,7,4,6.89,6.06
725,7.26,10,4.28,4,8,5.23,4.29
726,6.72,5,2.01,6,7,4.35,4.38
727,7.03,8,3.84,9,5,7.12,6.85
728,7.52,38,4.38,9,6,5.5,6.3
729,6.19,14,3.29,7,5,5.59,5.6
730,5.83,9,0.72,8,6,4.53,4.72
731,7.29,16,1.62,10,6,6.68,7.21
732,5.53,3,4.92,7,7,4.02,4.19
733,7.61,0,2.89,5,6,3.23,5.94
734,4.45,7,5.12,8,10,5.05,3.79
735,8.54,19,4.02,6,6,5.71,5.18
736,7.71,25,3.6,7,5,5.39,5.2
737,7.38,35,4.7,6,5,5.28,4.49
738,8.47,52,2.65,5,8,5.35,6.61
739,9.5,11,4.8,7,5,5.84,7.41
740,8.52,27,3.16,8,4,6.18,7.34
741,4.24,2,9.07,7,9,3.43,3.49
742,5.08,1,1.73,7,7,5.98,3.42
743,6.06,3,3.29,6,5,3.14,5.61
744,7.04,12,3.37,3,7,2.73,3.4
745,7.78,5,1.3,6,4,5.94,5.1
746,5.91,7,5.45,7,7,2.76,4.83
747,7.28,21,3.14,2,8,3.63,4.56
748,5.87,9,0.5,6,6,4.29,5.48
749,6.08,16,5.39,6,9,4.24,5.09
750,4.89,11,2.73,4,7,3.33,2.61
751,5.62,4,3.79,7,7,4.5,4.67
752,4.97,2,5.35,8,8,3.83,5.0
753,5.54,5,3.27,9,7,4.23,4.11
754,8.58,1,3.25,6,9,4.85,5.2
755,5.58,19,8.93,8,8,4.89,4.8
756,10.95,32,0.5,5,3,7.3,5.93
757,7.74,8,1.43,5,6,5.25,5.42
758,7.28,10,1.82,7,5,6.51,6.34
759,5.71,34,7.58,5,8,4.14,3.89
760,8.05,5,2.71,6,7,5.8,6.6
761,6.14,3,4.48,8,7,4.77,5.88
762,7.18,14,3.05,6,6,5.47,4.86
763,10.84,21,5.21,4,5,7.26,6.4
764,6.86,18,3.97,5,7,4.77,3.24
765,8.72,25,4.51,6,6,6.51,7.14
766,5.95,1,6.57,7,6,4.62,5.23
767,6.95,11,4.88,5,6,3.76,5.04
768,9.66,5,2.53,2,6,4.98,4.24
769,6.06,28,4.62,7,5,5.6,4.37
770,9.72,41,8.84,7,4,6.96,7.33
771,8.06,7,5.13,4,6,4.21,5.16
772,6.16,2,4.3,4,8,6.55,4.18
773,7.95,6,1.26,8,5,6.83,6.83
774,8.46,2,5.45,6,6,6.15,5.03
775,7.93,8,5.74,7,5,6.14,5.62
776,4.64,15,4.63,5,8,3.13,3.86
777,5.91,73,4.23,7,7,5.13,4.77
778,6.63,10,9.67,4,10,3.85,3.97
779,6.89,5,5.71,7,4,3.95,5.28
780,7.93,4,6.48,7,4,5.2,5.63
781,7.27,4,4.13,2,9,3.23,3.74
782,5.0,4,3.74,6,8,4.47,4.24
783,7.57,29,5.26,5,8,4.05,4.9
784,7.92,1,3.73,8,4,7.39,4.7
785,7.84,119,3.9,6,5,8.9,6.31
786,8.62,15,4.93,6,5,5.92,5.77
787,8.25,16,2.97,9,2,7.67,6.2
788,7.69,9,4.44,3,8,4.5,3.62
789,6.89,23,4.16,9,7,5.3,7.43
790,4.51,13,5.93,9,7,4.04,5.44
791,7.64,8,2.78,5,5,5.37,5.11
792,7.31,6,0.5,8,4,5.55,5.53
793,7.41,52,3.38,7,7,6.46,5.79
794,5.08,7,4.79,2,9,2.43,4.54
795,5.38,11,5.93,6,8,4.24,3.95
796,8.58,9,2.61,4,5,4.57,5.12
797,6.94,2,5.08,4,6,3.63,2.98
798,8.02,4,6.27,5,8,5.6,3.92
799,7.04,4,5.5,6,6,4.49,4.82
800,7.04,24,2.42,8,5,5.59,6.26
801,8.41,10,2.63,5,9,4.41,6.76
802,6.23,30,4.87,5,7,4.15,4.2
803,7.14,25,7.25,8,6,5.38,5.61
804,6.31,4,4.03,6,7,3.1,5.0
805,6.35,17,3.67,5,6,5.21,4.52
806,6.54,27,1.26,8,5,6.12,6.38
807,7.33,20,3.27,7,8,5.86,6.34
808,6.28,18,2.57,6,7,5.74,6.34
809,8.88,27,4.05,8,3,6.75,4.95
810,5.66,1,0.97,4,6,4.24,3.15
811,6.72,26,3.34,5,7,5.16,4.5
812,6.34,6,1.98,10,3,5.31,6.77
813,9.17,17,5.88,1,7,3.97,3.74
814,7.29,6,2.28,5,5,5.73,4.82
815,8.55,37,2.86,4,6,5.96,5.67
816,4.77,13,4.56,6,8,5.59,2.62
817,7.4,21,3.09,7,6,5.48,4.8
818,8.33,32,8.72,8,5,6.81,6.96
819,7.12,45,5.86,5,7,4.85,4.38
820,8.6,26,4.03,4,6,4.36,6.57
821,6.22,3,4.74,3,8,3.72,3.81
822,9.11,39,0.5,6,4,6.31,7.88
823,10.45,19,6.46,10,4,6.95,8.73
824,6.46,19,5.02,5,8,3.55,4.16
825,6.33,51,3.85,6,5,5.17,4.17
826,9.18,6,5.13,6,8,4.68,5.88
827,9.37,5,5.38,5,7,6.62,5.15
828,6.22,14,3.17,9,4,6.5,5.94
829,6.37,28,4.76,8,8,4.32,5.12
830,6.58,12,6.1,7,8,4.28,3.89
831,4.98,20,4.91,8,6,4.6,5.47
832,5.62,12,3.49,5,7,4.07,3.69
833,5.49,19,4.59,4,8,3.2,3.12
834,5.85,35,6.76,5,6,4.37,4.29
835,6.95,4,5.57,7,8,5.51,5.89
836,7.35,24,1.67,5,4,5.15,5.34
837,9.33,31,5.17,7,6,5.25,5.5
838,5.5,12,4.91,6,9,2.62,4.31
839,8.48,8,6.33,4,5,3.48,6.02
840,6.68,0,4.07,8,6,5.47,6.18
841,6.93,32,3.26,5,8,4.83,3.34
842,8.01,8,1.26,7,5,5.7,6.19
843,5.32,9,2.61,4,8,3.35,4.79
844,7.57,8,6.42,4,7,4.03,4.54
845,7.25,14,4.4,4,6,4.76,3.35
846,7.74,24,3.8,3,7,4.07,3.19
847,7.43,30,6.59,3,8,4.18,3.42
848,10.68,10,6.18,7,6,6.05,5.41
849,6.04,22,2.53,4,8,4.22,3.17
850,6.2,26,6.4,7,8,3.15,3.76
851,6.07,7,0.68,6,6,5.46,4.79
852,6.17,2,4.92,8,5,5.39,5.0
853,6.04,45,4.68,4,6,4.17,4.34
854,8.78,23,6.3,8,6,5.79,6.76
855,9.13,21,4.76,4,8,5.33,4.02
856,6.14,1,3.51,1,10,2.78,4.11
857,5.75,34,3.67,6,9,4.92,5.29
858,7.71,17,9.39,4,9,4.09,2.63
859,6.17,38,4.17,9,6,6.43,6.25
860,7.95,73,5.19,7,5,5.57,5.91
861,7.3,63,0.5,6,4,6.25,6.27
862,4.73,39,2.35,6,7,3.28,4.9
863,9.32,0,5.04,5,6,4.58,5.01
864,9.69,43,0.77,9,6,6.19,7.18
865,6.08,2,5.1,5,8,3.9,3.61
866,6.42,38,2.55,7,6,5.21,5.77
867,7.43,7,1.93,5,5,4.66,5.03
868,7.5,19,2.54,6,6,4.37,5.72
869,7.99,1,7.06,4,8,3.01,4.11
870,10.02,29,4.67,6,5,5.4,5.01
871,6.73,2,2.18,6,5,5.69,5.06
872,5.8,11,5.55,7,8,4.51,5.16
873,4.93,34,5.66,7,7,3.92,5.51
874,5.9,24,3.24,6,6,4.77,3.47
875,6.95,0,5.92,10,5,6.03,6.21
876,9.69,10,6.01,6,9,5.37,6.45
877,6.22,1,5.7,6,7,3.99,4.1
878,7.34,22,2.65,6,5,5.05,6.53
879,6.98,69,1.64,6,3,5.83,4.38
880,8.78,21,0.61,5,3,6.9,5.29
881,10.79,5,2.69,5,5,6.51,5.24
882,6.2,9,3.26,7,8,5.68,4.98
883,6.27,75,3.43,6,9,5.19,4.81
884,8.57,5,3.91,8,5,5.34,7.26
885,8.02,16,7.47,3,8,5.04,4.94
886,9.77,10,3.32,9,4,6.67,6.85
887,7.88,29,3.9,8,6,5.17,6.76
888,6.46,40,0.5,6,5,4.81,4.81
889,7.89,8,8.46,6,7,5.29,5.7
890,8.66,22,1.37,7,4,6.42,4.96
891,8.23,16,2.59,4,7,4.37,7.08
892,7.76,7,5.39,6,8,4.3,5.47
893,8.6,6,4.49,6,5,7.48,7.11
894,8.75,15,7.29,2,9,4.29,4.62
895,9.07,3,5.44,7,6,5.57,5.32
896,7.97,33,3.84,4,6,5.37,2.47
897,6.75,1,6.09,8,7,3.65,4.7
898,7.22,2,6.32,8,8,4.34,5.88
899,8.81,8,2.68,9,3,6.17,5.73
900,5.77,3,5.93,5,7,4.95,5.68
901,7.55,13,3.56,5,8,3.28,4.66
902,6.41,10,3.79,2,8,2.86,5.35
903,7.04,26,4.29,7,5,5.55,5.18
904,8.92,61,3.24,3,7,4.98,5.72
905,7.29,28,3.13,3,7,3.74,4.85
906,7.07,4,5.97,5,8,4.08,3.13
907,4.96,55,0.94,4,7,5.58,4.62
908,8.12,10,1.88,4,6,5.6,5.47
909,7.97,13,5.35,6,6,4.03,5.99
910,10.24,11,3.85,8,5,6.7,7.98
911,6.54,7,5.98,7,8,3.38,3.61
912,7.33,45,4.72,6,7,5.48,5.81
913,7.37,8,1.33,8,4,6.68,5.23
914,9.37,17,4.13,6,6,4.8,5.14
915,6.86,5,5.07,5,8,4.56,3.53
916,7.42,32,4.47,5,7,6.03,5.19
917,7.91,30,3.06,7,4,4.49,6.75
918,7.28,7,3.45,4,7,4.51,4.25
919,6.33,23,2.88,7,5,5.47,5.46
920,7.29,24,1.35,5,4,5.34,4.16
921,8.61,17,1.07,4,7,4.37,5.44
922,5.46,18,4.78,4,8,3.98,3.38
923,7.2,17,2.26,8,5,5.58,5.2
924,5.95,2,5.15,4,9,3.76,1.61
925,8.79,22,2.81,5,7,4.86,4.64
926,4.72,13,1.37,5,7,4.12,3.89
927,6.16,12,3.18,8,6,7.2,5.95
928,7.57,39,8.19,9,5,4.95,5.51
929,9.35,0,3.81,8,4,4.29,6.39
930,6.9,6,5.29,5,9,4.27,5.52
931,6.17,3,4.34,7,7,4.5,5.87
932,9.82,1,1.19,4,6,5.32,5.11
933,4.83,6,6.9,6,8,3.04,3.54
934,3.7,89,3.5,3,9,3.97,4.98
935,7.66,6,1.38,6,4,6.61,5.83
936,6.25,22,2.98,6,7,4.29,4.63
937,5.47,3,3.59,7,7,5.26,4.66
938,8.06,18,5.5,6,6,5.49,4.72
939,7.37,83,2.64,8,6,6.79,5.42
940,6.15,7,9.24,5,10,3.66,3.46
941,5.08,38,2.13,7,6,4.74,6.11
942,8.31,120,5.22,7,4,7.5,6.84
943,7.98,18,0.5,8,6,5.71,6.12
944,6.85,7,3.75,8,6,6.12,6.15
945,9.77,22,4.73,4,4,6.51,5.85
946,5.39,37,1.76,7,6,5.03,4.01
947,4.71,4,7.0,4,9,2.33,3.42
948,5.96,12,4.87,8,6,5.09,3.84
949,6.93,8,3.36,4,7,5.15,5.39
950,7.37,7,4.85,5,7,4.26,5.16
951,6.64,39,2.81,6,6,5.36,5.7
952,7.53,11,6.5,7,5,5.19,7.28
953,5.12,8,6.03,7,6,4.19,3.75
954,9.17,19,4.75,7,6,7.14,6.75
955,6.88,5,5.22,6,8,5.2,4.88
956,8.68,5,1.05,6,5,5.22,6.38
957,7.51,15,6.93,3,10,2.25,3.44
958,7.69,11,3.8,8,7,5.92,6.27
959,7.85,7,6.05,5,7,4.08,4.76
960,7.67,1,5.5,5,8,4.65,5.45
961,7.96,15,6.02,9,6,5.78,6.5
962,8.99,34,1.9,1,6,5.68,5.4
963,7.29,38,2.16,6,3,5.77,5.38
964,8.06,5,8.5,2,9,3.71,3.22
965,6.87,18,0.96,7,6,7.06,4.71
966,9.16,39,1.8,5,5,6.86,7.09
967,5.99,11,4.09,1,10,1.61,4.26
968,9.7,54,4.09,8,6,6.6,6.39
969,6.94,47,2.92,4,5,4.68,5.22
970,4.85,5,5.23,8,7,4.94,5.86
971,7.19,6,5.8,4,7,3.83,4.43
972,5.98,4,3.96,5,7,3.1,4.42
973,8.26,4,3.46,2,8,4.16,3.41
974,6.02,48,3.96,7,6,6.03,5.52
975,6.33,54,3.01,5,6,4.96,4.25
976,4.17,1,0.6,5,7,3.68,5.07
977,6.32,18,4.6,6,8,4.48,2.84
978,3.36,17,5.53,3,10,1.98,1.5
979,4.62,10,3.69,7,8,4.07,4.57
980,8.14,20,0.5,5,7,5.09,4.29
981,8.18,59,2.86,10,4,7.66,5.9
982,7.64,4,5.81,5,7,5.46,6.86
983,5.55,3,1.12,5,7,4.8,4.79
984,6.93,1,5.39,4,7,3.82,4.02
985,6.99,9,3.11,3,6,2.93,4.67
986,5.26,8,3.96,8,7,4.61,5.34
987,9.26,11,2.63,8,5,6.89,6.13
988,8.32,14,1.73,5,3,6.43,5.54
989,6.67,28,6.87,6,8,4.44,4.54
990,7.04,10,5.63,8,6,4.96,5.32
991,7.31,8,5.29,7,6,4.34,5.07
992,3.94,35,5.82,7,7,4.87,5.03
993,6.63,38,5.01,6,5,4.13,5.14
994,5.98,5,5.89,5,8,4.6,4.83
995,5.5,8,2.67,7,8,4.15,4.1
996,6.58,35,6.76,9,5,4.97,6.42
997,9.7,2,6.58,5,7,6.18,3.78
998,7.96,8,4.76,8,7,4.68,6.26
999,6.14,12,3.42,6,7,3.6,5.46
1000,7.86,4,1.55,5,8,6.26,4.02
1001,9.1,4,4.46,8,6,6.47,6.55
1002,8.39,11,7.37,7,7,5.6,6.19
1003,7.09,28,1.68,7,7,5.65,5.39
1004,6.03,37,6.04,9,7,4.96,6.41
1005,8.05,77,3.06,9,4,6.76,6.7
1006,7.59,2,3.23,6,7,6.25,5.4
1007,8.34,5,1.65,6,5,5.57,5.83
1008,7.95,28,2.5,3,5,4.48,5.01
1009,8.57,16,5.29,9,7,7.03,7.3
1010,6.2,8,5.54,6,7,3.93,4.7
1011,8.98,5,4.47,5,7,5.47,4.93
1012,7.3,7,3.0,4,7,5.47,5.95
1013,10.11,11,1.79,4,4,5.75,7.32
1014,5.97,4,4.12,9,5,3.89,7.33
1015,9.6,67,3.27,8,5,7.74,8.23
1016,7.3,2,4.42,3,8,4.86,4.57
1017,6.02,85,3.36,3,7,4.67,5.57
1018,6.27,37,3.41,6,5,5.06,4.79
1019,6.52,11,4.32,4,8,4.04,3.46
1020,7.64,27,4.7,6,3,5.77,4.62
1021,7.78,22,6.45,9,6,5.68,5.68
1022,6.14,5,3.33,8,7,6.33,5.13
1023,6.96,8,5.09,3,6,4.26,2.89
1024,10.21,14,7.61,4,7,5.16,5.33
1025,9.59,20,5.14,6,5,6.51,5.34
1026,7.65,16,6.33,8,6,5.28,4.14
1027,7.06,13,2.76,5,8,4.43,2.62
1028,7.18,12,2.56,7,4,6.03,4.85
1029,7.92,14,3.68,5,6,5.05,4.71
1030,5.47,11,3.89,9,6,5.8,6.48
1031,6.61,16,6.14,7,5,4.93,4.42
1032,4.5,44,2.54,6,8,4.7,6.24
1033,7.6,20,3.82,3,9,4.73,4.72
1034,7.97,26,6.15,4,8,5.28,4.58
1035,6.28,18,4.43,1,9,1.74,2.4
1036,9.36,21,3.98,6,6,6.06,5.7
1037,5.16,17,4.48,7,6,5.3,4.05
1038,4.8,1,1.74,7,5,4.03,4.59
1039,7.34,156,1.71,5,6,7.37,5.94
1040,8.57,1,0.82,8,5,6.37,7.0
1041,9.53,10,4.41,9,5,6.31,5.87
1042,6.31,2,5.84,5,7,4.47,4.51
1043,8.62,2,5.53,8,4,6.64,6.22
1044,6.94,32,6.29,6,6,3.49,4.85
1045,6.74,11,6.91,5,7,5.49,2.57
1046,8.33,32,4.29,8,3,5.1,6.28
1047,7.98,6,3.87,4,7,3.83,4.65
1048,4.64,6,6.95,3,8,4.0,3.3
1049,9.21,6,2.6,5,4,6.4,6.23
1050,9.07,19,1.64,6,5,5.7,6.85
1051,6.06,34,3.32,3,7,4.85,3.95
1052,7.59,12,3.09,7,4,6.0,5.87
1053,7.74,10,4.1,5,5,5.25,5.0
1054,7.39,73,2.3,4,7,3.2,5.64
1055,6.17,2,4.74,7,6,4.08,5.0
1056,5.99,13,2.86,5,5,4.39,5.32
1057,6.96,11,6.46,8,8,3.35,6.09
1058,8.76,2,1.61,7,4,6.68,6.99
1059,7.82,6,3.72,6,7,5.04,4.91
1060,6.44,1,3.33,8,6,6.2,3.98
1061,8.16,42,4.46,7,6,5.54,6.19
1062,3.0,19,5.85,6,9,2.28,3.55
1063,8.72,34,4.53,7,4,5.54,4.83
1064,4.39,15,3.74,7,10,4.18,5.29
1065,6.46,18,5.38,4,7,4.96,4.58
1066,5.32,24,5.69,10,7,5.37,6.83
1067,5.06,48,4.54,6,6,5.46,4.89
1068,8.74,2,4.78,6,5,5.51,5.91
1069,6.3,8,5.29,3,10,3.83,3.71
1070,7.52,25,0.71,6,7,6.64,5.12
1071,6.93,64,3.3,6,7,5.86,4.55
1072,7.72,79,4.75,4,8,4.62,4.06
1073,7.12,20,3.42,4,6,4.86,6.53
1074,5.08,4,3.42,4,9,3.53,3.33
1075,8.49,3,4.75,5,7,4.68,4.13
1076,6.26,58,4.8,6,7,4.51,6.58
1077,4.67,11,4.93,6,9,5.41,4.98
1078,6.36,4,2.42,7,3,5.27,6.51
1079,9.25,54,1.16,7,4,5.19,5.29
1080,8.28,2,5.61,7,8,4.71,6.51
1081,6.48,26,2.52,7,5,4.92,4.4
1082,6.48,20,2.38,7,7,4.98,5.19
1083,6.52,2,2.2,7,5,4.16,5.26
1084,10.12,8,6.3,6,6,5.38,6.45
1085,7.57,3,4.42,5,6,4.98,5.06
1086,7.65,19,4.69,6,9,3.88,4.59
1087,8.55,13,5.38,7,5,6.63,7.39
1088,7.36,0,3.92,7,6,5.27,6.84
1089,6.61,74,6.03,7,6,5.79,6.03
1090,6.71,9,1.61,5,8,4.24,4.5
1091,6.89,6,1.83,6,6,5.21,6.4
1092,6.94,5,1.72,6,4,5.87,6.28
1093,8.09,3,4.84,5,6,5.11,4.04
1094,7.08,141,5.01,8,3,8.08,9.03
1095,8.1,7,3.05,3,7,4.58,3.72
1096,6.88,10,3.54,10,7,6.44,5.82
1097,7.12,41,6.54,10,5,6.61,5.41
1098,4.0,21,2.61,6,8,2.49,3.62
1099,8.37,9,4.59,7,7,4.84,6.67
1100,7.52,46,2.63,8,4,5.8,6.56
1101,8.5,28,6.19,5,8,4.41,5.29
1102,3.0,5,5.26,7,10,2.53,2.81
1103,10.13,21,1.2,8,2,8.11,8.09
1104,6.79,51,3.48,3,9,5.35,2.63
1105,8.66,14,0.5,3,4,4.12,4.99
1106,5.44,26,5.8,7,6,5.36,4.81
1107,7.92,71,8.09,6,8,5.82,5.23
1108,5.42,23,0.5,5,7,6.09,4.69
1109,6.06,2,1.15,5,6,4.48,3.36
1110,9.87,6,4.33,4,9,3.81,5.8
1111,6.71,18,3.96,5,7,3.48,3.8
1112,7.33,6,3.18,4,8,5.14,5.95
1113,8.31,63,0.52,8,4,6.36,7.38
1114,7.74,10,4.65,6,7,5.55,5.71
1115,7.23,12,5.78,6,7,4.8,4.44
1116,7.55,24,9.69,7,7,5.67,4.89
1117,10.61,15,6.61,10,3,6.26,8.86
1118,6.91,10,1.4,4,7,4.55,3.37
1119,7.3,2,3.98,3,7,4.67,4.12
1120,8.58,18,5.18,6,6,5.98,5.67
1121,8.66,40,2.62,3,7,5.74,5.38
1122,8.78,23,5.56,5,7,3.98,5.51
1123,7.96,10,5.41,8,5,5.73,6.45
1124,5.29,3,6.47,9,7,4.79,4.66
1125,9.45,34,5.6,3,7,6.08,7.11
1126,5.28,57,4.57,4,7,6.26,4.22
1127,7.45,10,2.72,7,5,6.62,6.61
1128,5.87,26,1.41,7,5,6.0,6.3
1129,6.9,11,4.44,7,6,5.5,3.23
1130,7.49,14,3.19,9,5,6.13,5.12
1131,7.48,36,3.39,7,6,6.62,5.18
1132,7.63,2,6.24,6,6,5.07,4.72
1133,9.42,15,6.74,8,5,5.89,6.76
1134,7.68,5,1.53,6,5,5.39,5.8
1135,6.63,8,3.58,6,7,4.23,4.24
1136,8.45,21,3.13,5,8,3.77,3.57
1137,8.78,1,4.63,6,7,4.03,6.79
1138,5.16,18,0.5,3,7,3.88,4.47
1139,7.9,7,1.08,8,3,4.85,7.06
1140,8.05,22,3.77,4,6,4.12,5.39
1141,6.55,3,5.57,4,9,4.09,4.36
1142,9.06,27,4.15,2,7,4.13,3.42
1143,6.77,21,5.34,5,6,3.8,3.5
1144,7.19,71,4.39,4,7,4.25,5.5
1145,6.74,48,6.55,6,7,5.86,3.35
1146,7.02,7,6.97,4,9,4.45,4.31
1147,5.36,1,2.48,5,6,3.62,4.9
1148,4.84,21,5.77,5,9,4.01,5.14
1149,9.39,18,5.02,3,8,4.81,4.54
1150,5.73,1,9.01,6,7,4.59,3.31
1151,5.51,3,2.4,6,6,5.46,5.5
